game_date,game_id,team_home,team_away,period,clock,slug_team,player1,description,shot_pts
2021-12-23,22100482,DEN,CHA,1,11:18,CHA,LaMelo Ball,[CHA 3-0] Ball 3pt Shot: Made (3 PTS) Assist: Hayward (1 AST),3
2021-12-23,22100483,PHX,OKC,1,11:30,PHX,Devin Booker,[PHX 3-0] Booker 3pt Shot: Made (3 PTS),3
2021-12-23,22100484,UTA,MIN,1,11:26,UTA,Mike Conley,[UTA 2-0] Conley Running Layup Shot: Made (2 PTS) Assist: Mitchell (1 AST),2
2021-12-23,22100485,GSW,MEM,1,11:27,MEM,Dillon Brooks,[MEM 2-0] Brooks Step Back Jump shot: Made (2 PTS),2
2022-01-10,22100486,POR,BKN,1,11:07,POR,Jusuf Nurkic,[POR 1-0] Nurkic Free Throw 2 of 2 (1 PTS),1
2021-12-23,22100487,LAL,SAS,1,11:13,SAS,Doug McDermott,[SAS 3-0] McDermott 3pt Shot: Made (3 PTS) Assist: Murray (1 AST),3
2021-12-25,22100488,NYK,ATL,1,11:45,NYK,Kemba Walker,[NYK 3-0] Walker 3pt Shot: Made (3 PTS),3
2021-12-25,22100489,MIL,BOS,1,11:44,BOS,Romeo Langford,[BOS 3-0] Langford 3pt Shot: Made (3 PTS) Assist: Brown (1 AST),3
2021-12-25,22100490,PHX,GSW,1,11:40,GSW,Draymond Green,[GSW 3-0] Green 3pt Shot: Made (3 PTS) Assist: Looney (1 AST),3
2021-12-25,22100491,LAL,BKN,1,11:36,LAL,LeBron James,[LAL 2-0] James Turnaround Fadeaway shot: Made (2 PTS) Assist: Westbrook (1 AST),2
2021-12-25,22100492,UTA,DAL,1,11:43,DAL,Frank Ntilikina,[DAL 2-0] Ntilikina Jump Shot: Made (2 PTS) Assist: Powell (1 AST),2
2021-12-26,22100493,MIA,ORL,1,11:28,ORL,Franz Wagner,[ORL 2-0] Wagner Driving Bank Hook Shot: Made (2 PTS),2
2021-12-26,22100494,CLE,TOR,1,11:36,CLE,Kevin Love,[CLE 3-0] Love 3pt Shot: Made (3 PTS) Assist: Garland (1 AST),3
2021-12-26,22100495,WAS,PHI,1,11:22,PHI,Joel Embiid,[PHI 2-0] Embiid Driving Floating Bank Jump Shot: Made (2 PTS),2
2021-12-26,22100496,SAC,MEM,1,10:49,MEM,Steven Adams,[MEM 2-0] Adams Layup Shot: Made (2 PTS) Assist: Morant (1 AST),2
2021-12-26,22100497,OKC,NOP,1,11:27,OKC,Aaron Wiggins,[OKC 2-0] Wiggins Layup Shot: Made (2 PTS) Assist: Giddey (1 AST),2
2021-12-26,22100498,SAS,DET,1,11:38,SAS,Jakob Poeltl,[SAS 2-0] Poeltl Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: White (1 AST),2
2021-12-26,22100499,CHI,IND,1,11:37,CHI,DeMar DeRozan,[CHI 2-0] DeRozan Turnaround Jump Shot: Made (2 PTS),2
2021-12-26,22100500,LAC,DEN,1,11:20,LAC,Ivica Zubac,[LAC 2-0] Zubac Hook Shot: Made (2 PTS) Assist: Bledsoe (1 AST),2
2021-12-27,22100501,CHA,HOU,1,11:44,CHA,Gordon Hayward,[CHA 3-0] Hayward 3pt Shot: Made (3 PTS) Assist: Plumlee (1 AST),3
2021-12-27,22100502,ATL,CHI,1,11:16,CHI,Nikola Vucevic,[CHI 3-0] Vucevic 3pt Shot: Made (3 PTS) Assist: DeRozan (1 AST),3
2021-12-27,22100503,MIN,BOS,1,11:42,BOS,Robert Williams III,[BOS 2-0] Williams III Alley Oop Dunk Shot: Made (2 PTS) Assist: Horford (1 AST),2
2021-12-27,22100504,SAS,UTA,1,11:30,UTA,Bojan Bogdanovic,[UTA 1-0] Bogdanovic Free Throw 2 of 2 (1 PTS),1
2021-12-27,22100505,PHX,MEM,1,11:21,PHX,Cameron Johnson,[PHX 2-0] Johnson Cutting Layup Shot: Made (2 PTS) Assist: Paul (1 AST),2
2021-12-27,22100506,POR,DAL,1,11:44,DAL,Kristaps Porzingis,[DAL 2-0] Porzingis Turnaround Jump Shot: Made (2 PTS) Assist: Finney-Smith (1 AST),2
2021-12-27,22100507,LAC,BKN,1,11:37,LAC,Terance Mann,[LAC 3-0] Mann 3pt Shot: Made (3 PTS) Assist: Bledsoe (1 AST),3
2021-12-28,22100508,ORL,MIL,1,11:46,ORL,Wendell Carter Jr.,[ORL 2-0] Carter Jr. Turnaround Jump Shot: Made (2 PTS),2
2021-12-28,22100509,MIA,WAS,1,11:22,WAS,Kyle Kuzma,[WAS 2-0] Kuzma Driving Dunk Shot: Made (2 PTS) Assist: Kispert (1 AST),2
2021-12-28,22100510,TOR,PHI,1,11:15,TOR,Pascal Siakam,[TOR 2-0] Siakam Pullup Jump shot: Made (2 PTS),2
2021-12-28,22100511,HOU,LAL,1,11:28,HOU,Christian Wood,[HOU 3-0] Wood 3pt Shot: Made (3 PTS) Assist: Porter Jr. (1 AST),3
2021-12-28,22100512,MIN,NYK,1,11:35,MIN,Jaden McDaniels,[MIN 2-0] McDaniels Running Finger Roll Layup Shot: Made (2 PTS) Assist: Beverley (1 AST),2
2021-12-28,22100513,NOP,CLE,1,10:45,CLE,Ricky Rubio,[CLE 3-0] Rubio 3pt Shot: Made (3 PTS) Assist: Okoro (1 AST),3
2021-12-28,22100514,GSW,DEN,1,10:58,DEN,Will Barton,[DEN 2-0] Barton Driving Layup Shot: Made (2 PTS) Assist: Campazzo (1 AST),2
2021-12-28,22100515,SAC,OKC,1,10:57,SAC,Marvin Bagley III,[SAC 1-0] Bagley III Free Throw 1 of 2 (1 PTS),1
2021-12-29,22100516,DET,NYK,1,09:22,NYK,Mitchell Robinson,[NYK 2-0] Robinson Alley Oop Dunk Shot: Made (2 PTS) Assist: Barrett (1 AST),2
2021-12-29,22100517,IND,CHA,1,11:23,CHA,Mason Plumlee,[CHA 1-0] Plumlee Free Throw 1 of 2 (1 PTS),1
2021-12-29,22100518,BOS,LAC,1,11:36,BOS,Jaylen Brown,[BOS 2-0] Brown Turnaround Fadeaway shot: Made (2 PTS),2
2021-12-29,22100519,CHI,ATL,1,11:33,ATL,Chaundee Brown Jr.,[ATL 2-0] Brown Jr. Pullup Jump shot: Made (2 PTS) Assist: Young (1 AST),2
2021-12-29,22100520,MEM,LAL,1,11:44,MEM,Steven Adams,[MEM 2-0] Adams Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: Morant (1 AST),2
2022-02-03,22100521,SAS,MIA,1,11:13,MIA,Bam Adebayo,[MIA 2-0] Adebayo Driving Layup Shot: Made (2 PTS),2
2021-12-29,22100522,PHX,OKC,1,11:22,PHX,Devin Booker,[PHX 3-0] Booker 3pt Shot: Made (3 PTS) Assist: Johnson (1 AST),3
2021-12-29,22100523,POR,UTA,1,11:20,UTA,Rudy Gobert,[UTA 2-0] Gobert Cutting Dunk Shot: Made (2 PTS) Assist: Ingles (1 AST),2
2021-12-29,22100524,SAC,DAL,1,11:16,SAC,De'Aaron Fox,[SAC 2-0] Fox Running Layup Shot: Made (2 PTS),2
2021-12-30,22100525,BKN,PHI,1,11:32,BKN,Nic Claxton,[BKN 2-0] Claxton Putback Layup Shot: Made (2 PTS),2
2021-12-30,22100526,ORL,MIL,1,11:27,MIL,Jrue Holiday,[MIL 2-0] Holiday Jump Bank Shot: Made (2 PTS) Assist: Antetokounmpo (1 AST),2
2021-12-30,22100527,WAS,CLE,1,11:38,WAS,Kyle Kuzma,[WAS 3-0] Kuzma 3pt Shot: Made (3 PTS) Assist: Wanamaker (1 AST),3
2021-12-31,22100529,BOS,PHX,1,11:46,BOS,Marcus Smart,[BOS 2-0] Smart Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: Williams III (1 AST),2
2021-12-31,22100530,IND,CHI,1,11:34,CHI,Nikola Vucevic,[CHI 2-0] Vucevic Jump Shot: Made (2 PTS) Assist: DeRozan (1 AST),2
2021-12-31,22100531,SAC,DAL,1,11:44,SAC,De'Aaron Fox,[SAC 1-0] Fox Free Throw 1 of 2 (1 PTS),1
2021-12-31,22100532,HOU,MIA,1,11:34,MIA,Omer Yurtseven,[MIA 2-0] Yurtseven Alley Oop Layup shot: Made (2 PTS) Assist: Lowry (1 AST),2
2021-12-31,22100533,CLE,ATL,1,11:47,ATL,Clint Capela,[ATL 2-0] Capela Alley Oop Dunk Shot: Made (2 PTS) Assist: Young (1 AST),2
2021-12-31,22100534,TOR,LAC,1,11:47,TOR,Gary Trent Jr.,[TOR 3-0] Trent Jr. 3pt Shot: Made (3 PTS) Assist: VanVleet (1 AST),3
2021-12-31,22100535,MEM,SAS,1,11:38,MEM,Steven Adams,[MEM 2-0] Adams Layup Shot: Made (2 PTS),2
2021-12-31,22100536,OKC,NYK,1,11:45,NYK,Evan Fournier,[NYK 3-0] Fournier 3pt Shot: Made (3 PTS) Assist: McBride (1 AST),3
2021-12-31,22100537,UTA,MIN,1,11:34,MIN,Anthony Edwards,[MIN 2-0] Edwards Driving Dunk Shot: Made (2 PTS),2
2021-12-31,22100538,LAL,POR,1,11:45,LAL,LeBron James,[LAL 3-0] James 3pt Shot: Made (3 PTS) Assist: Johnson (1 AST),3
2022-01-01,22100539,MIL,NOP,1,10:41,MIL,Grayson Allen,[MIL 3-0] Allen 3pt Shot: Made (3 PTS) Assist: Connaughton (1 AST),3
2022-01-01,22100540,DET,SAS,1,11:44,SAS,Tre Jones,[SAS 2-0] Jones Driving Floating Jump Shot: Made (2 PTS),2
2022-01-01,22100541,WAS,CHI,1,11:28,CHI,Nikola Vucevic,[CHI 3-0] Vucevic 3pt Shot: Made (3 PTS) Assist: LaVine (1 AST),3
2022-01-01,22100542,BKN,LAC,1,11:29,LAC,Eric Bledsoe,[LAC 3-0] Bledsoe 3pt Shot: Made (3 PTS) Assist: Ibaka (1 AST),3
2022-01-01,22100543,HOU,DEN,1,11:10,HOU,Jalen Green,[HOU 3-0] Green 3pt Shot: Made (3 PTS) Assist: Porter Jr. (1 AST),3
2022-01-01,22100544,UTA,GSW,1,11:22,GSW,Otto Porter Jr.,[GSW 2-0] Porter Jr. Cutting Layup Shot: Made (2 PTS) Assist: Looney (1 AST),2
2022-01-02,22100545,TOR,NYK,1,11:28,TOR,Fred VanVleet,[TOR 2-0] VanVleet Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: Siakam (1 AST),2
2022-01-02,22100546,BOS,ORL,1,11:22,BOS,Marcus Smart,[BOS 3-0] Smart 3pt Shot: Made (3 PTS) Assist: Schroder (1 AST),3
2022-01-02,22100547,CLE,IND,1,11:41,CLE,Evan Mobley,[CLE 2-0] Mobley Turnaround Fadeaway shot: Made (2 PTS) Assist: Markkanen (1 AST),2
2022-01-02,22100548,SAC,MIA,1,10:50,SAC,Damian Jones,[SAC 1-0] Jones Free Throw 1 of 2 (1 PTS),1
2022-01-02,22100549,CHA,PHX,1,11:45,PHX,Jalen Smith,[PHX 2-0] Smith Cutting Dunk Shot: Made (2 PTS) Assist: Booker (1 AST),2
2022-01-02,22100550,OKC,DAL,1,11:24,DAL,Jalen Brunson,[DAL 2-0] Brunson Pullup Jump shot: Made (2 PTS),2
2022-01-02,22100551,LAL,MIN,1,11:33,LAL,LeBron James,[LAL 3-0] James 3pt Shot: Made (3 PTS) Assist: Johnson (1 AST),3
2022-01-03,22100552,PHI,HOU,1,11:16,PHI,Tobias Harris,[PHI 2-0] Harris Step Back Jump shot: Made (2 PTS),2
2022-01-03,22100553,WAS,CHA,1,11:29,CHA,Gordon Hayward,[CHA 3-0] Hayward 3pt Shot: Made (3 PTS) Assist: Plumlee (1 AST),3
2022-01-03,22100554,BKN,MEM,1,11:07,MEM,Desmond Bane,[MEM 2-0] Bane Pullup Jump shot: Made (2 PTS) Assist: Jackson Jr. (1 AST),2
2022-01-03,22100555,CHI,ORL,1,10:51,ORL,Franz Wagner,[ORL 2-0] Wagner Driving Layup Shot: Made (2 PTS),2
2022-01-03,22100556,MIL,DET,1,11:28,DET,Hamidou Diallo,[DET 2-0] Diallo Tip Layup Shot: Made (2 PTS),2
2022-01-03,22100557,NOP,UTA,1,11:33,UTA,Donovan Mitchell,[UTA 3-0] Mitchell 3pt Shot: Made (3 PTS),3
2022-01-03,22100558,DAL,DEN,1,11:06,DAL,Jalen Brunson,[DAL 3-0] Brunson 3pt Shot: Made (3 PTS) Assist: Doncic (1 AST),3
2022-01-03,22100559,GSW,MIA,1,11:19,MIA,Caleb Martin,[MIA 2-0] Martin Driving Layup Shot: Made (2 PTS),2
2022-01-03,22100560,POR,ATL,1,11:31,POR,Norman Powell,[POR 3-0] Powell 3pt Shot: Made (3 PTS) Assist: Nurkic (1 AST),3
2022-01-03,22100561,LAC,MIN,1,10:44,MIN,Naz Reid,[MIN 2-0] Reid Driving Reverse Layup Shot: Made (2 PTS) Assist: Beverley (1 AST),2
2022-01-04,22100562,CLE,MEM,1,11:18,CLE,Darius Garland,[CLE 3-0] Garland 3pt Shot: Made (3 PTS) Assist: Stevens (1 AST),3
2022-01-04,22100563,TOR,SAS,1,11:46,SAS,Devin Vassell,[SAS 3-0] Vassell 3pt Shot: Made (3 PTS) Assist: Johnson (1 AST),3
2022-01-04,22100564,NYK,IND,1,11:39,NYK,RJ Barrett,[NYK 1-0] Barrett Free Throw 1 of 2 (1 PTS),1
2022-01-04,22100565,NOP,PHX,1,11:45,PHX,Jalen Smith,[PHX 3-0] Smith 3pt Shot: Made (3 PTS) Assist: Booker (1 AST),3
2022-01-04,22100566,LAL,SAC,1,11:39,SAC,De'Aaron Fox,[SAC 2-0] Fox Step Back Jump shot: Made (2 PTS),2
2022-01-05,22100567,CHA,DET,1,11:40,CHA,LaMelo Ball,[CHA 3-0] Ball 3pt Shot: Made (3 PTS) Assist: Rozier (1 AST),3
2022-01-05,22100568,ORL,PHI,1,11:30,ORL,Mo Bamba,[ORL 3-0] Bamba 3pt Shot: Made (3 PTS) Assist: Anthony (1 AST),3
2022-01-05,22100569,WAS,HOU,1,11:45,HOU,Christian Wood,[HOU 2-0] Wood Cutting Layup Shot: Made (2 PTS) Assist: Gordon (1 AST),2
2022-01-05,22100570,BOS,SAS,1,11:13,BOS,Jaylen Brown,[BOS 2-0] Brown Driving Finger Roll Layup Shot: Made (2 PTS) Assist: Smart (1 AST),2
2022-01-05,22100571,IND,BKN,1,11:15,IND,Keifer Sykes,[IND 2-0] Sykes Driving Finger Roll Layup Shot: Made (2 PTS),2
2022-01-05,22100572,DAL,GSW,1,11:06,GSW,Andrew Wiggins,[GSW 2-0] Wiggins Cutting Layup Shot: Made (2 PTS) Assist: Payton II (1 AST),2
2022-01-05,22100573,MIL,TOR,1,11:50,MIL,Jordan Nwora,[MIL 2-0] Nwora Cutting Layup Shot: Made (2 PTS) Assist: Holiday (1 AST),2
2022-01-05,22100574,MIN,OKC,1,11:48,MIN,Anthony Edwards,[MIN 2-0] Edwards Driving Reverse Layup Shot: Made (2 PTS) Assist: Beverley (1 AST),2
2022-01-05,22100575,DEN,UTA,1,11:18,UTA,Mike Conley,[UTA 3-0] Conley 3pt Shot: Made (3 PTS) Assist: O'Neale (1 AST),3
2022-01-05,22100576,POR,MIA,1,11:11,POR,Norman Powell,[POR 2-0] Powell Pullup Jump shot: Made (2 PTS),2
2022-01-05,22100577,SAC,ATL,1,11:20,ATL,Timothe Luwawu-Cabarrot,[ATL 1-0] Luwawu-Cabarrot Free Throw 1 of 2 (1 PTS),1
2022-01-06,22100578,NYK,BOS,1,11:49,BOS,Robert Williams III,[BOS 2-0] Williams III Alley Oop Dunk Shot: Made (2 PTS) Assist: Smart (1 AST),2
2022-01-06,22100579,MEM,DET,1,11:38,MEM,Dillon Brooks,[MEM 2-0] Brooks Driving Floating Jump Shot: Made (2 PTS) Assist: Morant (1 AST),2
2022-01-06,22100580,NOP,GSW,1,11:45,NOP,Brandon Ingram,[NOP 2-0] Ingram Driving Finger Roll Layup Shot: Made (2 PTS) Assist: Valanciunas (1 AST),2
2022-01-06,22100581,PHX,LAC,1,10:40,LAC,Reggie Jackson,[LAC 2-0] Jackson Driving Floating Jump Shot: Made (2 PTS),2
2022-01-07,22100582,PHI,SAS,1,11:46,PHI,Tobias Harris,[PHI 2-0] Harris Cutting Layup Shot: Made (2 PTS) Assist: Embiid (1 AST),2
2022-01-07,22100583,BKN,MIL,1,11:32,MIL,Wesley Matthews,[MIL 2-0] Matthews Fadeaway Jump Shot: Made (2 PTS),2
2022-01-07,22100584,TOR,UTA,1,10:49,TOR,Scottie Barnes,[TOR 2-0] Barnes Jump Shot: Made (2 PTS) Assist: Anunoby (1 AST),2
2022-01-07,22100585,CHI,WAS,1,10:58,CHI,Derrick Jones Jr.,[CHI 1-0] Jones Jr. Free Throw 1 of 2 (1 PTS),1
2022-01-07,22100586,HOU,DAL,1,11:11,HOU,Kevin Porter Jr.,[HOU 3-0] Porter Jr. 3pt Shot: Made (3 PTS) Assist: Wood (1 AST),3
2022-01-07,22100587,OKC,MIN,1,11:23,OKC,Aaron Wiggins,[OKC 1-0] Wiggins Free Throw 1 of 2 (1 PTS),1
2022-01-07,22100588,DEN,SAC,1,11:36,SAC,Marvin Bagley III,[SAC 1-0] Bagley III Free Throw 1 of 2 (1 PTS),1
2022-01-07,22100589,LAL,ATL,1,11:09,LAL,Avery Bradley,[LAL 3-0] Bradley 3pt Shot: Made (3 PTS) Assist: Westbrook (1 AST),3
2022-01-07,22100590,POR,CLE,1,10:52,POR,Norman Powell,[POR 2-0] Powell Driving Layup Shot: Made (2 PTS),2
2022-01-08,22100591,LAC,MEM,1,11:43,MEM,Jaren Jackson Jr.,[MEM 2-0] Jackson Jr. Hook Bank Shot: Made (2 PTS),2
2022-01-08,22100592,CHA,MIL,1,11:32,CHA,Miles Bridges,[CHA 2-0] Bridges Running Alley Oop Dunk Shot: Made (2 PTS) Assist: Rozier (1 AST),2
2022-01-08,22100593,DET,ORL,1,11:11,DET,Saddiq Bey,[DET 3-0] Bey 3pt Shot: Made (3 PTS) Assist: Hayes (1 AST),3
2022-01-08,22100594,IND,UTA,1,11:42,UTA,Royce O'Neale,[UTA 3-0] O'Neale 3pt Shot: Made (3 PTS) Assist: Mitchell (1 AST),3
2022-01-08,22100595,BOS,NYK,1,11:44,BOS,Jayson Tatum,[BOS 2-0] Tatum Driving Layup Shot: Made (2 PTS) Assist: Brown (1 AST),2
2022-01-08,22100596,PHX,MIA,1,10:50,PHX,Devin Booker,[PHX 3-0] Booker 3pt Shot: Made (3 PTS),3
2022-01-09,22100597,LAC,ATL,1,11:38,ATL,Bogdan Bogdanovic,[ATL 2-0] Bogdanovic Fadeaway Jump Shot: Made (2 PTS),2
2022-01-09,22100598,ORL,WAS,1,10:47,WAS,Kyle Kuzma,[WAS 2-0] Kuzma Running Layup Shot: Made (2 PTS),2
2022-01-09,22100599,TOR,NOP,1,11:10,TOR,Fred VanVleet,[TOR 2-0] VanVleet Step Back Jump shot: Made (2 PTS),2
2022-01-09,22100600,HOU,MIN,1,11:11,HOU,Jalen Green,[HOU 1-0] Green Free Throw 2 of 2 (1 PTS),1
2022-01-09,22100601,OKC,DEN,1,11:15,DEN,Will Barton,[DEN 3-0] Barton 3pt Shot: Made (3 PTS) Assist: Jokic (1 AST),3
2022-01-09,22100602,BKN,SAS,1,11:02,BKN,Kevin Durant,[BKN 3-0] Durant 3pt Shot: Made (3 PTS) Assist: Harden (1 AST),3
2022-01-09,22100603,DAL,CHI,1,11:19,DAL,Dwight Powell,[DAL 2-0] Powell Alley Oop Dunk Shot: Made (2 PTS) Assist: Doncic (1 AST),2
2022-01-09,22100604,GSW,CLE,1,11:35,CLE,Jarrett Allen,[CLE 2-0] Allen Turnaround Hook Shot: Made (2 PTS),2
2022-01-09,22100605,POR,SAC,1,10:35,POR,Nassir Little,[POR 3-0] Little 3pt Shot: Made (3 PTS) Assist: Nurkic (1 AST),3
2022-01-09,22100606,LAL,MEM,1,11:39,LAL,Stanley Johnson,[LAL 2-0] Johnson Jump Shot: Made (2 PTS) Assist: Westbrook (1 AST),2
2022-01-10,22100607,CHA,MIL,1,11:29,CHA,Mason Plumlee,[CHA 2-0] Plumlee Tip Dunk Shot: Made (2 PTS),2
2022-01-10,22100608,DET,UTA,1,10:55,UTA,Bojan Bogdanovic,[UTA 2-0] Bogdanovic Driving Layup Shot: Made (2 PTS),2
2022-01-10,22100609,BOS,IND,1,11:41,BOS,Jaylen Brown,[BOS 2-0] Brown Pullup Jump shot: Made (2 PTS),2
2022-01-10,22100610,NYK,SAS,1,11:41,NYK,Julius Randle,[NYK 2-0] Randle Step Back Jump shot: Made (2 PTS) Assist: Fournier (1 AST),2
2022-01-10,22100611,SAC,CLE,1,11:42,CLE,Evan Mobley,[CLE 2-0] Mobley Hook Shot: Made (2 PTS) Assist: Markkanen (1 AST),2
2022-01-11,22100612,WAS,OKC,1,11:37,WAS,Daniel Gafford,[WAS 2-0] Gafford Alley Oop Dunk Shot: Made (2 PTS) Assist: Caldwell-Pope (1 AST),2
2022-01-11,22100613,TOR,PHX,1,11:26,PHX,Jae Crowder,[PHX 3-0] Crowder 3pt Shot: Made (3 PTS) Assist: Booker (1 AST),3
2022-01-11,22100614,MEM,GSW,1,11:45,GSW,Andrew Wiggins,[GSW 2-0] Wiggins Driving Finger Roll Layup Shot: Made (2 PTS),2
2022-01-11,22100615,NOP,MIN,1,11:40,MIN,Jarred Vanderbilt,[MIN 2-0] Vanderbilt Running Dunk Shot: Made (2 PTS) Assist: Edwards (1 AST),2
2022-01-11,22100616,LAC,DEN,1,11:38,DEN,Nikola Jokic,[DEN 2-0] Jokic Turnaround Hook Shot: Made (2 PTS) Assist: Morris (1 AST),2
2022-01-16,22100617,DET,PHX,1,11:13,DET,Cade Cunningham,[DET 2-0] Cunningham Pullup Jump shot: Made (2 PTS),2
2022-01-12,22100618,IND,BOS,1,11:28,BOS,Al Horford,[BOS 2-0] Horford Driving Floating Jump Shot: Made (2 PTS) Assist: Tatum (1 AST),2
2022-01-12,22100619,PHI,CHA,1,11:16,CHA,Gordon Hayward,[CHA 3-0] Hayward 3pt Shot: Made (3 PTS) Assist: Rozier (1 AST),3
2022-01-12,22100620,WAS,ORL,1,10:47,WAS,Spencer Dinwiddie,[WAS 2-0] Dinwiddie Hook Shot: Made (2 PTS),2
2022-01-12,22100621,ATL,MIA,1,11:29,ATL,Bogdan Bogdanovic,[ATL 2-0] Bogdanovic Pullup Jump shot: Made (2 PTS),2
2022-01-12,22100622,NYK,DAL,1,11:45,NYK,Evan Fournier,[NYK 3-0] Fournier 3pt Shot: Made (3 PTS) Assist: Burks (1 AST),3
2022-01-12,22100623,SAS,HOU,1,11:41,HOU,Christian Wood,[HOU 2-0] Wood Dunk Shot: Made (2 PTS) Assist: Tate (1 AST),2
2022-01-12,22100624,UTA,CLE,1,10:10,CLE,Lauri Markkanen,[CLE 2-0] Markkanen Cutting Layup Shot: Made (2 PTS) Assist: Stevens (1 AST),2
2022-01-12,22100625,CHI,BKN,1,10:47,CHI,DeMar DeRozan,[CHI 2-0] DeRozan Layup Shot: Made (2 PTS),2
2022-01-12,22100626,SAC,LAL,1,11:22,LAL,LeBron James,[LAL 1-0] James Free Throw 1 of 2 (1 PTS),1
2022-01-13,22100627,MIL,GSW,1,11:47,MIL,Giannis Antetokounmpo,[MIL 1-0] Antetokounmpo Free Throw 2 of 2 (1 PTS),1
2022-01-13,22100628,MEM,MIN,1,11:49,MIN,D'Angelo Russell,[MIN 2-0] Russell Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: Beverley (1 AST),2
2022-01-13,22100629,NOP,LAC,1,11:12,NOP,Jonas Valanciunas,[NOP 2-0] Valanciunas Fadeaway Jump Shot: Made (2 PTS) Assist: Hart (1 AST),2
2022-01-13,22100630,BKN,OKC,1,11:17,BKN,Kessler Edwards,[BKN 2-0] Edwards Running Dunk Shot: Made (2 PTS) Assist: Harden (1 AST),2
2022-01-13,22100631,DEN,POR,1,11:45,POR,Nassir Little,[POR 3-0] Little 3pt Shot: Made (3 PTS) Assist: McLemore (1 AST),3
2022-01-14,22100632,CHA,ORL,1,11:39,ORL,Gary Harris,[ORL 3-0] Harris 3pt Shot: Made (3 PTS),3
2022-01-14,22100633,DET,TOR,1,11:01,DET,Hamidou Diallo,[DET 2-0] Diallo Floating Jump shot: Made (2 PTS) Assist: Stewart (1 AST),2
2022-01-14,22100634,IND,PHX,1,11:39,PHX,Deandre Ayton,[PHX 2-0] Ayton Jump Shot: Made (2 PTS) Assist: Bridges (1 AST),2
2022-01-14,22100635,PHI,BOS,1,11:21,BOS,Al Horford,[BOS 3-0] Horford 3pt Shot: Made (3 PTS) Assist: Schroder (1 AST),3
2022-01-14,22100636,MIA,ATL,1,11:21,MIA,Omer Yurtseven,[MIA 2-0] Yurtseven Dunk Shot: Made (2 PTS) Assist: Strus (1 AST),2
2022-01-14,22100637,CHI,GSW,1,11:37,CHI,Lonzo Ball,[CHI 3-0] Ball 3pt Shot: Made (3 PTS) Assist: DeRozan (1 AST),3
2022-01-14,22100638,SAS,CLE,1,11:09,CLE,Jarrett Allen,[CLE 1-0] Allen Free Throw 1 of 2 (1 PTS),1
2022-01-14,22100639,MEM,DAL,1,11:00,MEM,Ziaire Williams,[MEM 2-0] Williams Running Alley Oop Dunk Shot: Made (2 PTS) Assist: Morant (1 AST),2
2022-01-14,22100640,SAC,HOU,1,11:25,SAC,Marvin Bagley III,[SAC 2-0] Bagley III Jump Shot: Made (2 PTS) Assist: Haliburton (1 AST),2
2022-01-15,22100641,MIL,TOR,1,11:21,MIL,Bobby Portis,[MIL 3-0] Portis 3pt Shot: Made (3 PTS) Assist: Middleton (1 AST),3
2022-01-15,22100642,WAS,POR,1,11:31,WAS,Daniel Gafford,[WAS 1-0] Gafford Free Throw 1 of 2 (1 PTS),1
2022-01-15,22100643,ATL,NYK,1,11:11,NYK,RJ Barrett,[NYK 2-0] Barrett Running Layup Shot: Made (2 PTS) Assist: Burks (1 AST),2
2022-01-15,22100644,BKN,NOP,1,11:41,BKN,Kevin Durant,[BKN 2-0] Durant Jump Shot: Made (2 PTS),2
2022-01-15,22100645,MIA,PHI,1,11:36,PHI,Furkan Korkmaz,[PHI 2-0] Korkmaz Running Layup Shot: Made (2 PTS) Assist: Curry (1 AST),2
2022-01-15,22100646,OKC,CLE,1,11:36,OKC,Shai Gilgeous-Alexander,[OKC 1-0] Gilgeous-Alexander Free Throw 2 of 2 (1 PTS),1
2022-01-15,22100647,BOS,CHI,1,10:40,CHI,Nikola Vucevic,[CHI 2-0] Vucevic Hook Shot: Made (2 PTS) Assist: White (1 AST),2
2022-01-15,22100648,SAS,LAC,1,11:09,SAS,Keldon Johnson,[SAS 3-0] Johnson 3pt Shot: Made (3 PTS) Assist: Landale (1 AST),3
2022-01-15,22100649,DEN,LAL,1,11:46,DEN,Monte Morris,[DEN 1-0] Morris Free Throw 1 of 2 (1 PTS),1
2022-01-15,22100650,DAL,ORL,1,11:38,DAL,Kristaps Porzingis,[DAL 2-0] Porzingis Turnaround Fadeaway shot: Made (2 PTS),2
2022-01-16,22100651,SAC,HOU,1,11:47,HOU,Christian Wood,[HOU 3-0] Wood 3pt Shot: Made (3 PTS) Assist: Porter Jr. (1 AST),3
2022-01-16,22100652,MIN,GSW,1,11:24,GSW,Klay Thompson,[GSW 2-0] Thompson Turnaround Fadeaway Bank Jump Shot: Made (2 PTS),2
2022-01-16,22100653,DEN,UTA,1,11:38,DEN,Nikola Jokic,[DEN 2-0] Jokic Turnaround Hook Shot: Made (2 PTS),2
2022-01-17,22100654,BOS,NOP,1,11:38,NOP,Jonas Valanciunas,[NOP 1-0] Valanciunas Free Throw 1 of 2 (1 PTS),1
2022-01-17,22100655,NYK,CHA,1,10:58,CHA,Miles Bridges,[CHA 2-0] Bridges Driving Layup Shot: Made (2 PTS),2
