game_date,game_id,team_home,team_away,period,clock,slug_team,player1,description,shot_pts
2022-02-10,22100832,WAS,BKN,1,11:32,BKN,Cam Thomas,[BKN 2-0] Thomas Driving Layup Shot: Made (2 PTS) Assist: Mills (1 AST),2
2022-02-10,22100833,NOP,MIA,1,11:26,MIA,Kyle Lowry,[MIA 3-0] Lowry 3pt Shot: Made (3 PTS) Assist: Tucker (1 AST),3
2022-02-10,22100834,HOU,TOR,1,11:41,HOU,Kevin Porter Jr.,[HOU 3-0] Porter Jr. 3pt Shot: Made (3 PTS) Assist: Tate (1 AST),3
2022-02-10,22100835,DAL,LAC,1,11:17,DAL,Luka Doncic,[DAL 3-0] Doncic 3pt Shot: Made (3 PTS),3
2022-02-10,22100836,PHX,MIL,1,11:45,PHX,Jae Crowder,[PHX 2-0] Crowder Floating Jump shot: Made (2 PTS) Assist: Booker (1 AST),2
2022-02-10,22100837,GSW,NYK,1,10:41,GSW,Jonathan Kuminga,[GSW 3-0] Kuminga 3pt Shot: Made (3 PTS) Assist: Wiggins (1 AST),3
2022-02-11,22100838,DET,CHA,1,11:25,CHA,Kelly Oubre Jr.,[CHA 2-0] Oubre Jr. Running Dunk Shot: Made (2 PTS) Assist: Ball (1 AST),2
2022-02-11,22100839,IND,CLE,1,11:30,IND,Oshae Brissett,[IND 2-0] Brissett Running Dunk Shot: Made (2 PTS) Assist: Hield (1 AST),2
2022-02-11,22100840,PHI,OKC,1,11:24,OKC,Darius Bazley,[OKC 3-0] Bazley 3pt Shot: Made (3 PTS),3
2022-02-11,22100841,ATL,SAS,1,11:34,SAS,Devin Vassell,[SAS 2-0] Vassell Jump Shot: Made (2 PTS),2
2022-02-11,22100842,BOS,DEN,1,11:43,BOS,Al Horford,[BOS 3-0] Horford 3pt Shot: Made (3 PTS) Assist: Smart (1 AST),3
2022-02-11,22100843,CHI,MIN,1,11:33,CHI,Nikola Vucevic,[CHI 2-0] Vucevic Turnaround Jump Shot: Made (2 PTS) Assist: LaVine (1 AST),2
2022-02-11,22100844,UTA,ORL,1,10:51,ORL,Wendell Carter Jr.,[ORL 2-0] Carter Jr. Running Dunk Shot: Made (2 PTS) Assist: Suggs (1 AST),2
2022-02-12,22100845,POR,NYK,1,10:34,POR,Josh Hart,[POR 3-0] Hart 3pt Shot: Made (3 PTS) Assist: Simons (1 AST),3
2022-02-12,22100846,CHA,MEM,1,11:39,MEM,Ja Morant,[MEM 2-0] Morant Driving Layup Shot: Made (2 PTS),2
2022-02-12,22100847,WAS,SAC,1,11:39,SAC,De'Aaron Fox,[SAC 2-0] Fox Pullup Jump shot: Made (2 PTS),2
2022-02-12,22100848,NOP,SAS,1,11:49,SAS,Doug McDermott,[SAS 3-0] McDermott 3pt Shot: Made (3 PTS) Assist: Vassell (1 AST),3
2022-02-12,22100849,PHI,CLE,1,10:48,PHI,Tyrese Maxey,[PHI 1-0] Maxey Free Throw Technical (1 PTS),1
2022-02-12,22100850,TOR,DEN,1,11:44,DEN,Bones Hyland,[DEN 2-0] Hyland Driving Floating Jump Shot: Made (2 PTS) Assist: Jokic (1 AST),2
2022-02-12,22100851,MIA,BKN,1,11:14,BKN,Blake Griffin,[BKN 2-0] Griffin Turnaround Bank Hook Shot: Made (2 PTS),2
2022-02-12,22100852,CHI,OKC,1,11:47,OKC,Isaiah Roby,[OKC 2-0] Roby Alley Oop Dunk Shot: Made (2 PTS) Assist: Giddey (1 AST),2
2022-02-12,22100853,DAL,LAC,1,11:47,LAC,Marcus Morris Sr.,[LAC 2-0] Marc Morris Sr. Driving Floating Jump Shot: Made (2 PTS) Assist: Zubac (1 AST),2
2022-02-12,22100854,GSW,LAL,1,11:21,GSW,Klay Thompson,[GSW 2-0] Thompson Finger Roll Layup Shot: Made (2 PTS),2
2022-02-12,22100855,PHX,ORL,1,11:10,ORL,Cole Anthony,[ORL 3-0] Anthony 3pt Shot: Made (3 PTS) Assist: Suggs (1 AST),3
2022-02-13,22100856,BOS,ATL,1,11:26,ATL,De'Andre Hunter,[ATL 3-0] Hunter 3pt Shot: Made (3 PTS) Assist: Young (1 AST),3
2022-02-13,22100857,IND,MIN,1,11:50,IND,Goga Bitadze,[IND 1-0] Bitadze Free Throw 2 of 2 (1 PTS),1
2022-02-14,22100858,WAS,DET,1,11:20,WAS,Kyle Kuzma,[WAS 2-0] Kuzma Pullup Jump shot: Made (2 PTS),2
2022-02-14,22100859,BKN,SAC,1,11:12,BKN,Bruce Brown,[BKN 2-0] Brown Driving Floating Jump Shot: Made (2 PTS) Assist: Curry (1 AST),2
2022-02-14,22100860,NYK,OKC,1,11:44,NYK,Kemba Walker,[NYK 3-0] Walker 3pt Shot: Made (3 PTS) Assist: Fournier (1 AST),3
2022-02-14,22100861,CHI,SAS,1,11:28,SAS,Doug McDermott,[SAS 2-0] McDermott Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: Murray (1 AST),2
2022-02-14,22100862,MIL,POR,1,11:21,POR,Jusuf Nurkic,[POR 1-0] Nurkic Free Throw 1 of 2 (1 PTS),1
2022-02-14,22100863,NOP,TOR,1,11:25,NOP,Jonas Valanciunas,[NOP 2-0] Valanciunas Putback Dunk Shot: Made (2 PTS),2
2022-02-14,22100864,DEN,ORL,1,11:11,ORL,Jalen Suggs,[ORL 2-0] Suggs Running Alley Oop Layup Shot: Made (2 PTS) Assist: Wagner (1 AST),2
2022-02-14,22100865,UTA,HOU,1,11:21,UTA,Rudy Gobert,[UTA 2-0] Gobert Dunk Shot: Made (2 PTS) Assist: Mitchell (1 AST),2
2022-02-14,22100866,LAC,GSW,1,11:42,GSW,Kevon Looney,[GSW 2-0] Looney Cutting Dunk Shot: Made (2 PTS) Assist: Thompson (1 AST),2
2022-02-15,22100867,ATL,CLE,1,11:46,ATL,Trae Young,[ATL 2-0] Young Pullup Jump shot: Made (2 PTS) Assist: Capela (1 AST),2
2022-02-15,22100868,MIA,DAL,1,11:43,MIA,Jimmy Butler,[MIA 2-0] Butler Turnaround Fadeaway shot: Made (2 PTS) Assist: Adebayo (1 AST),2
2022-02-15,22100869,PHI,BOS,1,11:37,BOS,Jaylen Brown,[BOS 2-0] Brown Jump Shot: Made (2 PTS) Assist: Smart (1 AST),2
2022-02-15,22100870,MIL,IND,1,11:49,MIL,Khris Middleton,[MIL 2-0] Middleton Cutting Layup Shot: Made (2 PTS) Assist: Holiday (1 AST),2
2022-02-15,22100871,MIN,CHA,1,11:24,CHA,Miles Bridges,[CHA 3-0] Bridges 3pt Shot: Made (3 PTS) Assist: Ball (1 AST),3
2022-02-15,22100872,NOP,MEM,1,11:21,NOP,Jonas Valanciunas,[NOP 2-0] Valanciunas Driving Layup Shot: Made (2 PTS),2
2022-02-15,22100873,PHX,LAC,1,11:12,LAC,Ivica Zubac,[LAC 2-0] Zubac Floating Jump shot: Made (2 PTS) Assist: Jackson (1 AST),2
2022-02-16,22100874,ORL,ATL,1,11:40,ORL,Cole Anthony,[ORL 2-0] Anthony Driving Layup Shot: Made (2 PTS),2
2022-02-16,22100875,BOS,DET,1,11:15,BOS,Jaylen Brown,[BOS 3-0] Brown 3pt Shot: Made (3 PTS) Assist: White (1 AST),3
2022-02-16,22100876,IND,WAS,1,10:28,IND,Tyrese Haliburton,[IND 2-0] Haliburton Driving Floating Jump Shot: Made (2 PTS) Assist: Brissett (1 AST),2
2022-02-16,22100877,NYK,BKN,1,11:06,NYK,Kemba Walker,[NYK 1-0] Walker Free Throw 1 of 2 (1 PTS),1
2022-02-16,22100878,CHI,SAC,1,11:19,SAC,De'Aaron Fox,[SAC 3-0] Fox 3pt Shot: Made (3 PTS),3
2022-02-16,22100879,MEM,POR,1,11:11,MEM,Ziaire Williams,[MEM 2-0] Williams Jump Shot: Made (2 PTS),2
2022-02-16,22100880,MIN,TOR,1,11:16,TOR,Gary Trent Jr.,[TOR 2-0] Trent Jr. Pullup Jump shot: Made (2 PTS),2
2022-02-16,22100881,OKC,SAS,1,11:35,OKC,Isaiah Roby,[OKC 2-0] Roby Driving Layup Shot: Made (2 PTS) Assist: Giddey (1 AST),2
2022-02-16,22100882,PHX,HOU,1,11:41,HOU,Jae'Sean Tate,[HOU 2-0] Tate Driving Dunk Shot: Made (2 PTS),2
2022-02-16,22100883,GSW,DEN,1,11:39,GSW,Andrew Wiggins,[GSW 3-0] Wiggins 3pt Shot: Made (3 PTS) Assist: Looney (1 AST),3
2022-02-16,22100884,LAL,UTA,1,11:35,LAL,Russell Westbrook,[LAL 2-0] Westbrook Driving Layup Shot: Made (2 PTS) Assist: Monk (1 AST),2
2022-02-17,22100885,CHA,MIA,1,10:41,CHA,Miles Bridges,[CHA 2-0] Bridges Running Dunk Shot: Made (2 PTS) Assist: Ball (1 AST),2
2022-02-17,22100886,NOP,DAL,1,11:11,DAL,Luka Doncic,[DAL 2-0] Doncic Step Back Jump shot: Made (2 PTS),2
2022-02-17,22100887,MIL,PHI,1,11:37,MIL,Jrue Holiday,[MIL 1-0] Holiday Free Throw 2 of 2 (1 PTS),1
2022-02-17,22100888,LAC,HOU,1,11:31,LAC,Ivica Zubac,[LAC 2-0] Zubac Hook Shot: Made (2 PTS) Assist: Marc Morris Sr. (1 AST),2
